NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Grand Traverse,Michigan,26055,3.9812879467,1.7017655818,1.2143512025,2.5931054512,8.0,6.3,8.4695792013,6.1070989782,2.9416854127,2.5746956842,5.507814463,8.0183081878,32.1,28.7,28.8,33.2,4.2834372747,4.4402291761,4.7686356858,4.9286424791,8.5676961736,9.1634583861,9.8691548735,10.415502469,20.6,7.3,6.1541707694,6.3539915357,0.4180352344,0.3267389917,0.296908869,0.4029685871,0.2576065574,0.329895938,0.3476310704,0.3523340321,9.6752816435,8.6,10.535940357,12.128239318
Oscoda,Michigan,26135,0.0,0.0,14.581510645,0.0,6.7,12.9,16.079384366,10.108303249,3.0620467365,3.2497149373,4.7857969896,8.1686429513,32.9,36.9,36.5,40.0,1.8119799384,2.1275548296,2.4910497143,2.6304234517,8.3988600045,8.765770544,9.4666865641,9.9543707629,34.0,18.8,11.749873928,13.298791019,0.029010734,0.021159543,0.0145815106,0.025503698,0.3006529284,0.4280608108,0.3566854911,0.3660533656,6.394707828,6.2,8.4215834594,8.7219343696
Benzie,Michigan,26019,0.0,19.395632104,2.9748624126,2.7322404372,8.9,10.0,14.448261056,9.1899745732,2.0725388601,3.0697364031,4.7619047619,7.7618847286,30.2,31.8,32.3,37.5,3.2104863006,3.3029609837,3.5489429155,3.6368159646,8.4257355809,8.9563509405,9.6443929369,10.118397299,28.3,11.2,9.7041043589,9.5995455836,0.3829461322,0.9077155825,0.3212851406,0.2459016393,0.2482316187,0.3498607525,0.3386276552,0.3597408665,11.077844311,8.4,8.7496022908,10.735586481
Kewaunee,Wisconsin,55061,0.0,1.7579944799,0.0,5.2971713105,2.5,3.0,5.4497120071,3.4086199751,0.6149862437,1.0749477456,2.4993133754,4.7474048443,28.8,27.1,29.3,33.7,4.0145795938,4.0510468626,4.0424373,4.008897073,8.4531878614,9.1420615312,9.8660452571,10.392466261,25.4,7.3,5.8525165821,7.224703826,0.0,0.0158219503,0.0358257843,0.1271321115,0.2522694839,0.3462650902,0.3541547295,0.3452448003,9.4606946984,5.8,7.2571205618,8.5841911051
Portage,Wisconsin,55097,1.8035566136,1.402298367,2.3220712876,1.6285318785,3.0,4.6,7.4666172107,5.0094517958,0.9887885394,1.2120863971,2.9462738302,5.0436754578,27.4,22.7,25.4,29.3,3.8256160025,4.0772640331,4.2608668229,4.3326666467,8.5083542427,9.1378772002,9.9152678911,10.460986816,24.6,8.3,6.8142589118,7.0409325384,0.0108213397,0.1577585663,0.1880877743,0.2621936324,0.2618362843,0.3274399633,0.3396638067,0.337533375,11.819844536,7.0,8.7279549719,9.6536477524
Waupaca,Wisconsin,55135,0.9432182607,0.0,2.3347575354,0.7230030655,3.3,3.3,6.6507304117,5.5470439798,1.5939990624,1.9066878521,4.0820142091,6.7970097757,35.0,33.9,32.6,35.0,3.8513650941,3.9181294893,4.0389621402,4.1171161944,8.4220030044,8.9933031391,9.7834645099,10.362303836,28.7,9.9,6.717597471,5.921211633,0.0141482739,0.0052938062,0.0116737877,0.0477182023,0.2894200676,0.3567619276,0.337188997,0.3289862876,10.257835074,6.4,7.7449947313,8.5313783936
Brown,Wisconsin,55009,1.3324592401,1.05322582,1.1410314925,1.5416713773,3.7,4.0,6.4083351174,4.5683813337,1.2645549017,1.7662547328,4.0946199883,6.5141527724,25.4,23.6,27.3,31.4,5.4752331169,5.7104017403,5.8120759347,5.9082494525,8.7021778656,9.2398991742,9.9814665939,10.521938126,12.6,6.1,5.200513965,6.67625956,0.1023328696,0.2325522611,0.2886809676,0.5200571446,0.2186648811,0.3073183196,0.3228955819,0.3346359844,9.4128547407,7.4,10.781993192,11.970748246
Outagamie,Wisconsin,55087,0.9823761715,1.1167132894,1.2940059058,1.6606172752,2.8,2.9,6.2527592917,3.9899576168,1.0525987006,1.4594249201,3.6328708645,6.0351633962,24.8,23.7,27.5,31.4,5.0786574878,5.2381687749,5.301108547,5.3909409585,8.7064903619,9.247539813,9.9912694659,10.552839573,13.0,5.6,4.6847941668,4.5789501789,0.0029471285,0.0485770281,0.0481370197,0.1466087823,0.2256960227,0.3129403674,0.3210306089,0.3157866782,9.1072774474,7.1,8.5341029926,9.6625193571
Manistee,Michigan,26101,1.7505164023,3.2690956047,0.0,1.5675209656,9.5,7.5,15.205362843,13.711686342,1.6608787559,1.8645032736,4.6629732225,7.7214416616,31.9,31.0,33.0,38.1,3.5408542986,3.6075889822,3.7471500999,3.6660524013,8.5393459961,9.0318116134,9.7573629111,10.131220556,21.1,12.0,8.2096621408,14.33032046,0.4516332318,0.3726768989,0.2041791563,0.2539383964,0.2320663589,0.3466768832,0.3460737607,0.3810142394,12.14972387,9.5,9.5358383328,12.358258012
Iosco,Michigan,26069,0.0,5.3536773071,2.3516408574,2.2068478489,10.1,8.1,18.004948268,10.125646711,1.7845003399,2.0684427117,4.1102160381,7.2061121723,26.7,25.0,29.2,32.6,3.4124693974,3.8238746187,3.9497280594,4.0076145979,8.4342462706,8.8768237632,9.5214215379,10.058951655,26.5,13.3,10.052910053,10.770659239,0.6482883975,2.9632603895,2.3069596811,2.0920917607,0.2664266459,0.3561819002,0.3471524678,0.357315219,7.3256633012,4.4,8.0750818846,9.8769730734
Wexford,Michigan,26165,1.8051193184,0.0,1.3279154383,1.2645422357,6.5,7.2,14.641686183,12.305516266,2.1016617791,2.5045262523,4.9213257449,8.0623235386,29.6,29.4,30.6,33.2,3.4975370092,3.5630870136,3.7926389009,3.8418926931,8.4898219946,8.9900676958,9.6730675923,10.215667097,24.9,12.4,9.8856563902,12.096332786,0.0758150114,0.010143531,0.0478049558,0.128983308,0.2612843866,0.3434676489,0.3709831169,0.3764679703,9.8427740685,8.3,11.361991605,13.314176245
Missaukee,Michigan,26113,0.0,9.3554121059,3.3303360309,5.4883235916,4.0,9.1,15.014091724,10.620663069,1.171875,1.7737485219,3.6774720785,6.2289183719,27.3,30.1,29.5,33.5,2.4854964463,2.534679615,2.8745912429,3.0648309969,8.2101244052,8.8271747714,9.5434498179,10.08205206,37.9,17.8,11.691981632,13.148688047,0.014740566,0.0140331182,0.0199820162,0.0246974562,0.3247128916,0.3581095595,0.338990849,0.3665200506,7.9106280193,6.1,6.8880254327,8.1924198251
Roscommon,Michigan,26143,9.2592592593,3.3697263782,0.0,1.6855447681,10.4,11.2,17.331714087,11.28540305,2.4390243902,3.0867482704,4.727216367,7.7549980899,36.4,40.7,40.7,44.9,2.6260862633,2.9437315869,3.4341643302,3.6357068588,8.4067084582,8.8381165976,9.4314017571,9.9460680001,33.3,15.2,9.4453376206,14.192495922,0.0,0.1112009705,0.0,0.1870954693,0.3211053197,0.4189154037,0.3558418331,0.3887360704,8.337396392,6.5,7.9381028939,10.473083197
Ogemaw,Michigan,26129,3.4435261708,2.8004144613,4.0561369352,3.5686883286,11.5,10.4,16.772823779,12.190503932,1.4186450492,2.5263157895,4.6355446355,7.5265728239,30.1,32.5,33.4,37.0,2.8304279706,3.0371565385,3.3622949699,3.4994990236,8.262042844,8.7864566783,9.4149125377,9.9575021408,38.6,19.0,16.044050961,17.686442254,0.020661157,0.0168024868,0.0547578486,0.0963545849,0.3357028023,0.3933562218,0.3847899098,0.3889001552,9.6853289743,7.1,8.5510688836,12.237307049
Jefferson,New York,36045,0.0,1.1298413703,0.7562780532,3.9059096413,8.4,5.4,11.568207104,11.119578471,1.3825200192,1.7001235846,4.3810870753,5.2497650214,31.3,28.9,30.2,29.2,4.2177218584,4.2253547473,4.237596382,4.4681902697,8.5680764017,9.0706184288,9.6986135913,10.29333128,20.6,9.9,10.850426974,9.4630328245,0.2641316104,0.2361368464,0.3108302799,5.8597658257,0.2526425814,0.3311134292,0.3504898299,0.3626422924,12.229916898,10.3,12.104938815,12.523357896
Manitowoc,Wisconsin,55071,2.2158700614,2.8353626429,3.216028687,1.6579417482,3.1,2.6,5.86,4.985765565,1.1406243833,1.4704326669,3.1331000518,5.6015909844,29.6,28.0,30.2,34.6,4.8479834212,4.9379309431,4.9387281273,4.9121998843,8.6546917046,9.1968497818,9.9360031442,10.404323445,13.7,5.6,4.1209673719,5.7056089817,0.0186133085,0.0060757771,0.084420753,0.1429974758,0.2171371127,0.315090889,0.3163331502,0.3253771853,8.9599741072,6.9,8.4897434721,9.9019923618
Adams,Wisconsin,55001,4.4056745088,3.6098476644,7.431076763,4.2511584407,7.1,8.7,12.646061063,10.618066561,2.4781849913,2.2357723577,6.3747130496,10.105537083,36.7,34.1,35.7,40.2,2.4621694884,2.6598480993,3.0333639994,3.1866868301,8.1449694171,8.8433264502,9.6336453982,10.117792155,44.1,17.2,9.9758648431,11.058128974,0.0793021412,0.3032272038,1.9395110351,2.3912766229,0.3252626374,0.3812433836,0.3592976838,0.3651456413,10.935960591,5.8,7.4818986323,8.719346049
Waushara,Wisconsin,55137,2.4696846213,4.5060268109,1.7992730937,0.0,5.5,5.2,9.5804470004,7.2043134106,1.3186813187,1.6605839416,4.0810582606,7.5802139037,35.8,35.2,34.9,38.6,3.0692761769,3.1610980242,3.385027409,3.4327447474,8.2276427079,8.8662995659,9.6483372051,10.167465898,40.2,13.0,8.7452471483,10.14206078,0.0222271616,0.0540723217,0.0701716507,0.1496002063,0.3286690998,0.3755631553,0.3626125493,0.3552226486,10.279329609,6.6,7.1102661597,8.7214529761
Winnebago,Wisconsin,55139,0.6176957478,1.2825840477,0.5061894313,0.7126567845,3.1,3.8,5.9201031719,4.2827425868,1.667778519,2.1963626837,4.6992594984,7.0341499629,29.5,25.9,29.1,32.5,5.4844263847,5.6700810261,5.6803913068,5.7680929716,8.7111138841,9.2250319207,9.9604820641,10.486289593,13.3,5.3,4.5727577881,5.3480753481,0.0481802683,0.1123543626,0.2885279758,0.4967217788,0.2301032724,0.3168157917,0.3216027645,0.3365420415,9.6831771531,7.6,10.22907956,11.714441714
Calumet,Wisconsin,55015,0.0,0.0,1.0799019449,2.9162170832,2.7,2.2,5.9095106187,3.6440818127,0.7842597688,1.3168001756,2.6445099616,4.2822966507,25.6,23.3,27.2,31.3,4.2363544038,4.4511644232,4.549319308,4.6746297611,8.6170385264,9.2233553091,10.009063045,10.533561804,19.3,6.4,3.5632766929,4.1389663307,0.0044907491,0.0072453268,0.0291573525,0.0845702954,0.2595835604,0.3207383145,0.3225413538,0.3066577138,8.8122605364,4.7,6.5939639868,8.2779326614
Lewis,New York,36049,0.0,1.4098009361,0.0,4.9758670448,5.9,5.1,10.260886432,8.4764037489,0.7816571131,1.317752362,3.2030820033,5.1915066545,27.0,25.9,28.2,31.5,2.8908450085,2.9076922711,2.9706841245,3.0448359665,8.4680029472,8.9937999718,9.6962788642,10.282197923,26.2,12.6,10.559298136,10.391990976,0.0430126027,0.0380646253,0.0599161174,0.421704732,0.2720951773,0.3575281321,0.3431289175,0.3517095034,11.590446214,7.6,8.4756384145,10.377890581
Mason,Michigan,26105,1.5200571541,0.0,1.2643024211,1.3052955842,6.5,6.1,11.719102136,9.5452538631,2.054973822,2.7613412229,5.0341639871,7.6995600251,31.7,31.3,32.4,36.2,3.8011598496,3.8318306267,3.9762455009,3.9429219385,8.5153915695,9.0449939194,9.7305617174,10.176220948,25.2,9.4,9.4912985274,10.582524272,0.305531488,0.4864673625,0.6751374929,0.6069624466,0.2615331295,0.3343152219,0.3417541013,0.3689601574,10.028348689,7.5,8.3935742972,11.05409154
Lake,Michigan,26085,0.0,35.329447094,8.6456577184,7.7672919337,11.2,10.5,17.057902973,17.589928058,3.4810126582,3.0952380952,6.6037735849,10.332215788,38.9,36.5,40.6,40.9,2.2352171203,2.2939666244,2.6086339158,2.7161218364,8.0576941948,8.6995147482,9.3245615161,9.8164579936,48.0,22.9,18.925022584,20.163265306,26.395653803,22.504857799,16.664505252,13.351974834,0.3445242351,0.4135338193,0.3756940136,0.4189913682,12.998522895,10.1,11.020776874,14.979591837
Osceola,Michigan,26133,2.4518818193,2.2464842521,10.56635672,4.963764519,4.7,8.7,13.361141012,11.592670895,1.667722187,1.6595908915,4.2979099205,7.4299634592,29.4,27.8,30.5,33.5,3.1527066002,3.2401959799,3.5050445319,3.5719902955,8.3779311241,8.9823098991,9.6115966353,10.115206086,31.3,13.3,10.821837964,14.941912422,0.2427363001,0.0808734331,0.0898140321,0.2829345776,0.2864264234,0.3531453465,0.3477238343,0.3642862064,9.9530240752,8.2,9.4423936274,11.420911528
Arenac,Michigan,26011,0.0,5.9796095315,2.2666485335,2.232491684,7.5,9.6,17.966039803,11.528326746,1.3675213675,2.2624434389,4.2062911485,7.0003562522,29.9,29.1,31.3,35.7,3.2908795995,3.4137432387,3.68955968,3.7061055362,8.3516107506,9.0260568919,9.6168715783,10.05620864,33.7,12.2,12.259496793,16.976190476,0.0405679513,0.089694143,0.0475996192,0.0669747505,0.3187592525,0.3465234641,0.3627142544,0.4087538424,9.4481937277,6.6,9.3241243217,13.880952381
Clare,Michigan,26035,0.0,0.0,1.3992667842,1.335898258,5.3,8.2,17.614176974,14.138264703,2.2623284189,2.4477918521,5.242762708,9.4347732646,28.5,30.8,33.7,36.2,3.0154147054,3.3754753427,3.7327284416,3.784526337,8.3893598199,8.9286403712,9.49031784,9.9366321511,33.7,15.7,12.224685883,18.996415771,0.0085859019,0.0299490866,0.0335824028,0.160307791,0.287252565,0.3729728363,0.377269082,0.4112556006,9.6500169895,8.0,9.948263119,14.364488558
Gladwin,Michigan,26051,9.2859132696,2.4744512904,0.0,4.567044209,4.4,7.1,16.72567625,15.36288837,1.6553595658,2.4678556616,4.5180319078,7.4545454545,27.6,30.5,33.1,36.9,3.0638367452,3.2837360764,3.6761829257,3.7659428023,8.4076015148,9.0066317333,9.5941050531,10.024066675,32.7,10.7,11.992914083,17.245187756,0.0092859133,0.0742335387,0.0551185048,0.08677384,0.2833374041,0.3518459198,0.3657451295,0.4012018227,8.8673621461,5.8,9.052258636,12.006942253
Huron,Michigan,26063,1.960438354,0.0,0.0,2.861148465,6.3,7.1,10.997248968,9.5843261848,1.1813759555,1.6629063257,3.1878444809,5.9463601533,27.8,29.1,31.4,35.8,3.7262081748,3.7284699214,3.7827589126,3.7323563005,8.3423635004,8.9594401436,9.7048536702,10.179489173,35.5,14.9,9.8765432099,12.3881978,0.0382285479,0.0733503506,0.0685701747,0.0629452662,0.3283654752,0.3791168781,0.3532704262,0.3729701171,10.62972907,8.8,8.6622141267,11.020869744
Bay,Michigan,26017,1.5570212315,3.6930034629,4.4488562269,2.9835694829,7.4,6.7,13.427402709,10.394238483,1.8190231065,2.3797416862,4.8787223271,7.0830123267,26.4,25.4,28.7,33.9,5.4784179652,5.5702638656,5.5910253526,5.5272778626,8.7063248401,9.2503300202,10.000341994,10.435115304,15.0,6.6,7.9737158021,10.243424277,0.5483828777,0.6272424343,0.853346235,1.1116779893,0.233238512,0.3133136022,0.3429862026,0.3717396928,10.559480619,9.2,11.94793707,14.393073027
Marquette,Wisconsin,55077,0.0,7.5202105659,0.0,2.7054081108,3.6,4.4,9.5907399752,5.9206952743,1.7333753546,2.176541717,3.9727831431,6.8759033657,37.2,37.5,36.1,39.1,2.9294046071,2.9695687996,3.2455301788,3.2976646859,8.2498364854,8.944158831,9.6051488999,10.190169125,37.7,10.1,10.288432947,8.3779971791,0.0,0.0225606317,0.2141877999,0.2516029543,0.3080825413,0.3575720207,0.3647166019,0.3558894033,10.972900933,5.5,6.3038953315,7.3060648801
Green Lake,Wisconsin,55047,0.0,0.0,0.0,0.0,4.5,3.6,5.8774439676,6.0625885945,0.9406657019,1.7372950154,3.5314634501,6.2758522322,34.9,33.3,33.9,36.8,3.7739940239,3.8644693646,3.9418594728,3.9635110311,8.4943338973,9.0628839025,9.7780377018,10.318242708,23.8,7.0,6.5589915304,7.3645652593,0.0129718511,0.0414741083,0.0762112139,0.112594499,0.2684368266,0.3431661994,0.3485336989,0.3357891005,9.7265908541,5.3,7.051408312,9.0611143243
Fond Du Lac,Wisconsin,55039,0.8878826219,0.3941647845,1.1240501776,1.1100873639,2.8,2.8,6.7144367438,4.1456750064,1.2289911692,1.5607772878,3.5548203864,5.9845851594,29.6,26.9,29.3,33.4,4.6402044293,4.7591277437,4.810367294,4.8250775244,8.6174004518,9.2171173563,9.9443895439,10.441646202,18.1,6.6,4.7518106342,5.6333319403,0.0719184924,0.1560892547,0.1405062722,0.2852924525,0.2443944466,0.3180728448,0.3167981226,0.3230111059,10.365180936,7.3,8.5629747394,10.021313051
Sheboygan,Wisconsin,55117,0.7708554954,2.4139595834,0.9907366127,0.9626770122,2.7,2.0,5.1364365971,4.0524631176,1.2754930336,1.6174010039,3.5908075327,6.0183542057,31.9,29.2,30.3,33.8,5.1431562754,5.2543965161,5.277482769,5.3093233484,8.6529471124,9.229652683,9.9769703293,10.510722752,14.5,5.2,3.6657761947,4.5469054797,0.0069376995,0.1551831161,0.3061376133,0.4139511153,0.2059685935,0.3103867108,0.3096919046,0.3126457621,8.8781311068,7.3,8.0736123479,9.2285866288
Midland,Michigan,26111,1.2957563978,0.5227200259,1.8121358739,0.881239728,4.8,4.3,9.1739235607,6.9225163954,1.2567783094,1.6848599905,4.1280131143,5.9509548305,22.8,23.9,27.9,32.5,4.5945369297,4.8091936463,4.9427030844,4.9777520926,8.7989074921,9.3595359383,10.068917242,10.597334488,13.6,5.2,6.3807907862,8.5083983347,0.0524781341,0.2305195314,0.7692516785,0.9504170467,0.2506285714,0.3060960352,0.3440213603,0.3719461877,6.1344195519,5.8,8.9721836598,9.637747045
Oceana,Michigan,26127,0.0,3.7069988138,3.0300275733,2.969032986,10.6,8.2,14.169901804,10.230256514,1.8426647768,2.6155327343,4.2237586424,7.3934684958,28.5,27.8,30.0,33.5,3.4298259344,3.5131035916,3.7056542184,3.7267294139,8.4848765899,8.9871968207,9.7010041039,10.157586988,27.5,14.7,11.054852321,13.632744068,0.3988638424,0.2947064057,0.1908917371,0.2583058698,0.2727577131,0.3714033997,0.3552899981,0.3735953716,8.9840881273,8.6,8.3713080169,10.017518713
Isabella,Michigan,26073,0.9430047905,0.0,2.4641163063,1.8306971295,5.8,7.2,9.5222001605,8.380952381,1.2732534105,1.3101253977,3.4287388883,5.1451441798,22.4,21.2,22.7,24.5,4.1238581013,4.3562156084,4.5416255054,4.5550767177,8.5575670856,9.1277193433,9.815639462,10.266497389,23.8,10.0,9.4106980961,14.197371811,0.6563313342,0.7310400502,0.9018665681,1.1624926772,0.2824656925,0.3553093087,0.3595769707,0.4002085561,9.7052575677,7.5,10.271985494,13.209653869
Newaygo,Michigan,26123,2.7593818985,0.0,2.8639344732,1.7451093311,9.0,8.5,10.723841203,7.9192263244,2.0278676288,2.2830567593,5.2925888005,8.1314256956,27.6,27.8,30.8,33.3,3.3483944657,3.4956148477,3.7192645563,3.8143881884,8.4301090845,9.0022085783,9.7091743829,10.188704088,29.3,12.5,10.677596762,12.707849512,2.0985099338,1.896970563,1.5894836326,1.2250667504,0.2915150695,0.354782235,0.3493842512,0.3761026564,9.5333667837,7.6,9.3493825879,11.11007896
Mecosta,Michigan,26107,0.0,1.1908164237,2.7055545034,3.5738536864,7.4,9.6,10.400859464,10.314913844,1.6302421737,1.5192058697,3.2855280313,5.050763042,23.8,22.1,23.1,25.6,3.6267665602,3.9117372503,4.1893247188,4.2065545425,8.3714735371,8.9733514138,9.681780469,10.193130202,33.5,12.1,10.526969923,14.501546514,0.9690751033,1.4396970563,2.1157436217,2.621421679,0.3084694667,0.3636382432,0.3544999647,0.3894797601,9.4488188976,6.9,10.141685309,13.145372353
Tuscola,Michigan,26157,1.5394681138,2.7433148845,3.5111743122,4.8049779572,4.9,5.6,13.939445125,10.594927708,1.6549751413,1.8717229606,4.244357213,6.7622852192,27.4,25.5,28.1,33.0,3.9728352675,4.0882524231,4.2504986168,4.2238632795,8.5157922105,9.1651337791,9.9322207714,10.366623906,23.3,8.8,7.9186586762,10.815220939,0.7689643228,0.7118902125,0.5670546514,0.8612922988,0.2598254125,0.328392844,0.3315566315,0.359539841,9.2161845192,6.4,8.7670863915,11.774688336
Oswego,New York,36075,1.1611974268,0.3303699152,1.1706072232,1.0949514526,9.1,7.2,12.686863618,8.1930951496,1.0497680745,1.6449283801,4.1907236336,6.3011020263,28.5,25.0,27.2,30.5,4.4923824332,4.6507641789,4.7818972859,4.8499678612,8.6269440554,9.1327031022,9.842409703,10.430816248,18.6,9.1,8.9429452856,8.1491979643,0.2252723008,0.2903951555,0.3810326512,0.5083312119,0.2484203783,0.3225088225,0.3225095913,0.3553274539,11.818181818,9.1,10.669834403,12.28177543
Sanilac,Michigan,26151,3.0946339048,1.8949622429,2.4516413739,4.174180191,5.6,8.3,13.714743195,10.465636893,1.2354457382,1.774659513,3.6821705426,6.6738865575,29.5,28.0,30.5,34.1,3.5152814429,3.6002870342,3.7446615699,3.7238455564,8.3957032938,9.0575387817,9.7186027133,10.202999377,32.1,11.5,9.2941494636,10.984023239,0.0123785356,0.0397942071,0.039226262,0.0976758165,0.3068798168,0.3499484354,0.3570949773,0.3653614399,9.0931223372,6.6,8.302533129,11.138344227
Columbia,Wisconsin,55021,0.0,1.6604400166,5.3984853393,2.2178850248,3.9,3.6,7.3327132997,4.3164207854,1.8369599495,2.1573159627,3.9705153617,7.1358579745,31.8,30.6,32.1,35.2,3.8565974738,3.9462251992,4.0261571606,4.0649287484,8.4916702342,9.1765767418,9.8603190571,10.409340835,24.1,7.6,6.2128904569,5.2716427535,0.0081726054,0.0747198007,0.0670954606,0.538946061,0.2642348171,0.32648776,0.32765933,0.3214389553,10.434219054,6.0,7.951122967,8.5845558601
Sauk,Wisconsin,55111,1.8426895897,2.5603604988,3.0673200058,0.7095973035,4.9,4.6,7.864354379,6.010549127,1.5269025691,2.1693237242,3.7050874899,6.4436961361,31.2,30.1,31.6,34.2,3.761642459,3.8381857366,3.9490239108,4.0267107831,8.4314174144,9.1509087882,9.8038329494,10.355868053,29.4,7.1,7.2404719464,6.7591659561,0.0469885845,0.0640090125,0.0713151901,0.1149547632,0.2871649757,0.3219648752,0.3412678965,0.3296311733,10.413442405,7.0,8.9381207028,10.255018991
Dodge,Wisconsin,55027,0.0,1.4491913512,0.4440655085,1.7415762136,3.3,3.5,5.6880206837,4.2787221725,2.6176858777,2.7479281494,4.4345289171,7.042579196,31.1,29.2,30.4,33.8,4.2634875484,4.3518225174,4.4380259259,4.4631714965,8.5650305208,9.1865598433,9.9424678522,10.418434671,20.1,6.8,4.6510445789,4.8441717791,0.4416653475,0.701408614,1.1043909197,1.4916600269,0.2433609679,0.3249320816,0.3218996226,0.318226086,8.7578596176,6.2,6.8469475931,8.4613496933
Oneida,New York,36065,0.7564267911,2.1972388032,2.3671813971,3.0564459115,6.9,5.8,8.1588332756,6.7010490432,1.1348355144,1.547022583,3.8284986678,5.7441253264,31.5,29.3,31.7,33.8,5.375342706,5.4084213159,5.3372808791,5.3318676032,8.7290735505,9.1909536582,9.8077472803,10.390747678,13.7,7.4,8.5733744022,8.7729994216,1.80332147,2.791958106,3.0453788674,5.4461879475,0.2410893044,0.3266721137,0.3379206237,0.3625672713,12.160727114,10.9,13.184329871,15.47468305
Saginaw,Michigan,26145,3.4949393279,11.680311394,13.300651732,13.053639449,5.5,4.9,13.613158808,10.544280443,1.916427453,2.4613007367,5.2041813943,7.3219632517,26.4,24.8,27.7,32.7,5.456769068,5.5982535947,5.6338035027,5.5682878872,8.6966773934,9.294221856,10.00446347,10.416041682,14.3,7.7,9.9860276417,14.715974075,9.8436713639,12.221549719,15.715670068,17.386032291,0.2327819987,0.3169833041,0.3514197112,0.3914683314,10.365946688,9.7,16.147332626,20.373964579
Washington,Wisconsin,55131,0.722767912,0.522146859,1.1785781633,1.748349558,2.4,2.3,5.8272286176,3.0860169654,0.8663122662,1.2545566444,3.1593812605,5.2993459668,27.0,24.8,28.0,32.5,4.6775233727,5.0026626489,5.2836693755,5.3994349102,8.7337551314,9.3303431644,10.084224521,10.650270282,13.3,4.6,3.7005163511,2.3269275295,0.0173464299,0.070489826,0.0789647369,0.1311262169,0.2335168776,0.3040065739,0.3013715934,0.2969304176,8.6650636744,5.9,7.2198568711,8.7520259319
Ozaukee,Wisconsin,55089,0.0,0.6120587821,0.9953071269,0.9153611329,2.0,2.1,4.9640246025,2.527795782,0.8792449786,1.2154393649,2.8681920722,4.5895304754,27.3,25.6,30.2,34.6,5.0930480723,5.4414083231,5.6534301881,5.7491595961,8.8751473169,9.4430381361,10.23156753,10.770125749,8.8,3.3,2.3313492063,1.3452259102,0.0234125023,0.1689282239,0.6598886251,0.675536516,0.2341868964,0.2980304541,0.3228813942,0.3090774954,7.2436101389,5.0,7.2751322751,7.8276551153
Muskegon,Michigan,26121,4.2238272766,5.9287114793,8.249306741,6.2899806898,6.1,6.7,10.928676918,8.5631228075,2.2157034078,2.7616528045,6.0124285183,9.2394752637,26.1,25.8,28.9,32.7,5.7014043998,5.7501046845,5.7392346534,5.7437116906,8.7074829179,9.185330209,9.837134052,10.314006535,13.4,7.9,9.9773296743,12.424299329,8.4358722981,10.622133574,12.167727443,13.597051257,0.2210112749,0.3156803316,0.3425424832,0.3706947662,9.8505341968,9.9,15.339458299,18.461574574
Montcalm,Michigan,26117,0.0,2.5214321735,2.1028283041,5.6540831904,4.0,8.2,9.8966613672,11.365983818,2.1973500123,2.6151930262,5.1428905383,8.9882719354,28.9,27.9,29.8,32.3,3.9174855864,4.0200204907,4.2007219617,4.3165744543,8.4794913242,9.0508755973,9.737551025,10.20507253,26.6,10.1,9.4360086768,12.561163148,0.1787959212,0.1437216339,0.2355167701,1.8093066209,0.2670626081,0.3313605595,0.3506135845,0.3673031171,8.2780376373,8.8,10.001549427,12.603103593
Gratiot,Michigan,26057,0.0,0.8493434575,0.0,0.0,6.0,6.9,10.551126113,8.734939759,1.6012939749,1.7076502732,4.0088624247,6.9509061871,26.4,25.2,28.4,32.7,4.1804033852,4.239010729,4.2614346084,4.2248681036,8.5598694657,9.0927948081,9.8165125385,10.28629797,22.8,9.0,9.6113344821,11.724535924,0.1377931482,0.1146613668,0.0890031646,0.8414139859,0.2678001281,0.336063521,0.349040566,0.3660991353,8.3875234211,6.7,9.668772736,12.71520631
Cayuga,New York,36011,3.6064302652,1.2913389894,1.6688779299,2.8347081668,6.8,6.0,10.061853319,7.1983428276,1.1456755602,1.4930848527,4.165257962,5.8183538316,31.7,28.7,30.5,33.1,4.6628171783,4.7090267059,4.744400315,4.7768215269,8.5911868713,9.1389517759,9.8240654856,10.396230669,19.2,8.5,8.4870486656,8.0800908833,1.7973546834,2.3269928589,2.4294690465,3.6385504112,0.2440448319,0.3264574347,0.3227401524,0.3480005994,12.295767579,10.0,12.62755102,14.550790495
Niagara,New York,36063,1.7886454038,2.4039821257,5.4247267844,3.3219180151,6.5,5.4,9.7020341897,6.9612523593,1.2415037594,1.7572647898,4.4042408558,6.9047329359,29.1,28.8,31.1,34.6,6.1211604687,6.0937564496,6.0683921608,6.0452318341,8.8086680621,9.2299469016,9.9366321511,10.431170293,10.9,6.1,7.0882796616,8.5729046881,3.3144975214,4.0497200068,4.8505854306,5.4829766801,0.2329520918,0.3047628812,0.325661738,0.3532524118,10.074020581,9.7,13.560044599,15.377564455
